term,estimate,std_error,statistic,p_value,ci_low,ci_high,class_label,param_type
panelist.abv_preference,6.472772748810079,1.4716148665874986,4.398414894937611,1.0904437044712023e-05,3.588460611184865,9.357084886435292,,slope
panelist.adventurousness,24.186368888433023,10.196357064274508,2.3720598186165947,0.01768922659044693,4.201876268944432,44.170861507921614,,slope
panelist.beer_style_affinity.ipa,35.139095831493655,12.6826496330438,2.770643110721996,0.005594570925383183,10.281559322187675,59.996632340799636,,slope
panelist.beer_style_affinity.lager,30.38684022832259,9.505597739084642,3.196731132791313,0.0013899441888370351,11.756211008191325,49.01746944845385,,slope
panelist.beer_style_affinity.sour,12.441833247962332,4.81525217736739,2.5838383514868313,0.009770757671330637,3.0041124038441716,21.879554092080493,,slope
panelist.beer_style_affinity.stout,3.327293971545553,0.47237722822059053,7.043722204982698,1.87171128801108e-12,2.401451617116338,4.253136325974768,,slope
panelist.beer_style_affinity.wheat,0.36370405911934334,1.083571359452939,0.33565307531104,0.7371324952537732,-1.7600567800875222,2.487464898326209,,slope
panelist.bitterness_tolerance,-5.526784323644557,0.8769892126417087,-6.301998067908399,2.9383283158034205e-10,-7.245651595252445,-3.8079170520366685,,slope
panelist.price_sensitivity,-9.971602930609565,5.006292802857699,-1.9918137678478498,0.04639149507190439,-19.783756520272735,-0.15944934094639507,,slope
panelist.sweetness_preference,6.833677902858625,5.049679851818673,1.3532893378176112,0.1759632140831735,-3.06351274016353,16.73086854588078,,slope
panelist.age_group_30-39,4.802342622664377,1.4776155205994295,3.2500623847780066,0.0011537969470192349,1.906269419292093,7.698415826036662,,slope
panelist.age_group_40-49,17.606028004738825,6.213771954713948,2.8333881792012625,0.004605741875213634,5.427258765354434,29.784797244123215,,slope
panelist.age_group_50-64,55.387789011838706,22.30848203404673,2.4828129913683523,0.013034949879994468,11.663967675348268,99.11161034832915,,slope
panelist.age_group_65+,31.60920308307983,12.159341727814386,2.599581769362897,0.009333743854413446,7.777331220848602,55.44107494531106,,slope
panelist.gender_male,3.5387553189167393,0.8512448274607166,4.157153388494506,3.22237644537261e-05,1.8703461150677223,5.207164522765757,,slope
panelist.gender_nonbinary,-5.550717474402507,2.7904623154061237,-1.9891748559932285,0.046681906210665015,-11.019923112814759,-0.08151183599025558,,slope
panelist.gender_prefer_not_say,-11.305573176865302,5.387572907439983,-2.0984538624531357,0.03586507149253063,-21.865022039531414,-0.7461243141991893,,slope
panelist.income_bracket_150k+,-22.70620857941509,10.340642544241492,-2.1958218246369756,0.02810469890989164,-42.97349554313105,-2.438921615699133,,slope
panelist.region_Northeast,-9.449291546572491,3.7171818060033006,-2.5420579459717985,0.011020190189063916,-16.734834010326516,-2.163749082818468,,slope
0/1,56.919714626273915,20.26024596430758,2.8094286084457822,0.004962952501464634,17.210362218308084,96.62906703423974,,threshold
1/2,0.8114914233840795,0.3360108755259337,2.4150748755197586,0.01573197532396338,0.1529222089394784,1.4700606378286807,,threshold
2/3,0.07273289626186867,0.3003563245362054,0.24215536787573566,0.8086597771942603,-0.5159546823579182,0.6614204748816555,,threshold
